lane,time,xloc,yloc,muX,muY,sigX,sigY,line_integral
2,198.08860759493672,153.398463,14.968029,-1.1818691492080688,30.618839263916016,1.6428340673446655,0.2491869479417801,1.6027663398584433e-05
2,198.52784810126582,153.922497,15.640374,-1.2235321998596191,32.2905387878418,1.573142647743225,0.23343411087989807,1.6027663398583816e-05
2,198.96708860759495,154.443783,16.309193,-1.2618649005889893,33.934940338134766,1.5116909742355347,0.21942535042762756,1.6027663398583423e-05
2,199.40632911392404,154.945375,16.977186,-1.2972959280014038,35.557525634765625,1.4560726881027222,0.2068280130624771,1.602766339858317e-05
2,199.84556962025317,155.446061,17.635401,-1.3301042318344116,37.16263198852539,1.4050310850143433,0.19541092216968536,1.6027663398583027e-05
2,200.28481012658227,155.930016,18.276977,-1.3605018854141235,38.753623962402344,1.357831358909607,0.18500728905200958,1.602766339858294e-05
2,200.7240506329114,156.404006,18.908686,-1.388675570487976,40.33287048339844,1.3139926195144653,0.17549194395542145,1.6027663398582894e-05
2,201.1632911392405,156.872019,19.508625,-1.4148064851760864,41.901554107666016,1.2731655836105347,0.1667681783437729,1.602766339858286e-05
2,201.60253164556963,157.323171,20.098665,-1.4390703439712524,43.4597282409668,1.2350877523422241,0.1587589830160141,1.6027663398582837e-05
2,202.04177215189873,157.763589,20.660855,-1.4616400003433228,45.00638198852539,1.1995536088943481,0.1514013558626175,1.6027663398582827e-05
2,202.48101265822785,158.201205,21.202111,-1.4826785326004028,46.539737701416016,1.1663979291915894,0.14464157819747925,1.6027663398582806e-05
2,202.92025316455695,158.617039,21.728244,-1.5023373365402222,48.057621002197266,1.1354824304580688,0.13843244314193726,1.6027663398582806e-05
2,203.35949367088608,159.027983,22.240153,-1.5207568407058716,49.55775833129883,1.1066819429397583,0.13273069262504578,1.6027663398582806e-05
2,203.79873417721518,159.423253,22.736409,-1.5380626916885376,51.03801345825195,1.0798767805099487,0.12749625742435455,1.6027663398582806e-05
2,204.2379746835443,159.816624,23.221214,-1.5543701648712158,52.496585845947266,1.054947018623352,0.12269102036952972,1.6027663398582806e-05
2,204.6772151898734,160.187068,23.700293,-1.5697821378707886,53.93208694458008,1.0317689180374146,0.11827873438596725,1.6027663398582806e-05
2,205.11645569620254,160.555653,24.169059,-1.5843898057937622,55.34363555908203,1.0102152824401855,0.11422490328550339,1.6027663398582806e-05
2,205.55569620253164,160.918826,24.623519,-1.59827721118927,56.73076248168945,0.990155816078186,0.11049647629261017,1.6027663398582803e-05
2,205.99493670886076,161.268752,25.072701,-1.611517310142517,58.093509674072266,0.9714595079421997,0.1070622131228447,1.6027663398582806e-05
2,206.43417721518986,161.617293,25.511441,-1.6241728067398071,59.43233108520508,0.9539960622787476,0.10389254987239838,1.6027663398582806e-05
2,206.873417721519,161.948268,25.94172,-1.6363017559051514,60.74813461303711,0.9376384019851685,0.10095958411693573,1.6027663398582806e-05
2,207.3126582278481,162.286492,26.360925,-1.6479488611221313,62.04215621948242,0.9222638607025146,0.09823716431856155,1.6027663398582806e-05
2,207.75189873417722,162.610011,26.765028,-1.6591542959213257,63.31599807739258,0.9077576994895935,0.09570091962814331,1.6027663398582806e-05
2,208.19113924050632,162.92686,27.170366,-1.669950246810913,64.5715560913086,0.8940123319625854,0.0933283269405365,1.6027663398582806e-05
2,208.63037974683544,163.233791,27.557005,-1.680362343788147,65.8108901977539,0.8809304237365723,0.09109867364168167,1.6027663398582806e-05
2,209.06962025316454,163.536155,27.939804,-1.6904102563858032,67.0362319946289,0.8684244751930237,0.0889933854341507,1.6027663398582806e-05
2,209.50886075949367,163.825751,28.309071,-1.7001107931137085,68.24990844726562,0.8564176559448242,0.0869956910610199,1.6027663398582806e-05
2,209.94810126582277,164.11365,28.667262,-1.7094756364822388,69.45417022705078,0.8448429703712463,0.08509091287851334,1.6027663398582806e-05
